Titulo,Empresa,Ubicacion,Descripcion,Responsabilidades,Requisitos,Rango salarial,Tipo de empleo,Nivel de experiencia,Habilidades requeridas,Fecha de publicacion,Estado del empleo,Categoria de trabajo
Ingeniero QA,Grupo Exito,Bucaramanga,Grupo Exito esta buscando un ingeniero qa apasionado por la tecnologia para trabajar en Bucaramanga. Responsable de la calidad del software a traves de pruebas manuales y automatizadas.,"Crear planes de prueba, ejecutar pruebas automatizadas y documentar errores.",Experiencia con herramientas de pruebas como Selenium y metodologias Agile.,5360030,pasantia,mid,"C#, .NET, Azure",2025-05-17 18:12:17,True,ingenieria_informatica
Ingeniero de Seguridad,Claro Colombia,Cartagena,Claro Colombia esta buscando un ingeniero de seguridad apasionado por la tecnologia para trabajar en Cartagena. El profesional sera responsable de identificar y mitigar vulnerabilidades.,"Auditar sistemas, implementar controles de seguridad y capacitar al equipo en mejores practicas.","Formacion en ciberseguridad, manejo de firewalls y herramientas de auditoria.",3349604,tiempo_completo,junior,"C#, .NET, Azure",2025-05-17 18:13:17,True,ingenieria_informatica
Ingeniero Industrial,Grupo Exito,Bogota,Grupo Exito esta buscando un ingeniero industrial apasionado por la tecnologia para trabajar en Bogota. Participara en diversos proyectos tecnicos de la compania.,"Colaborar en proyectos tecnicos, realizar mantenimiento de sistemas y proponer mejoras tecnologicas.","Formacion en ingenieria o area afin, experiencia tecnica relevante y capacidad de trabajo en equipo.",7602045,tiempo_completo,senior,"JavaScript, React, Node.js",2025-05-17 18:14:17,True,ingenieria_informatica
Ingeniero Industrial,Claro Colombia,Barranquilla,Claro Colombia esta buscando un ingeniero industrial apasionado por la tecnologia para trabajar en Barranquilla. Participara en diversos proyectos tecnicos de la compania.,"Colaborar en proyectos tecnicos, realizar mantenimiento de sistemas y proponer mejoras tecnologicas.","Formacion en ingenieria o area afin, experiencia tecnica relevante y capacidad de trabajo en equipo.",3426083,tiempo_completo,junior,"GCP, BigQuery, Airflow",2025-05-17 18:15:17,True,ingenieria
Ingeniero Industrial,Carvajal,Bucaramanga,Carvajal esta buscando un ingeniero industrial apasionado por la tecnologia para trabajar en Bucaramanga. Participara en diversos proyectos tecnicos de la compania.,"Colaborar en proyectos tecnicos, realizar mantenimiento de sistemas y proponer mejoras tecnologicas.","Formacion en ingenieria o area afin, experiencia tecnica relevante y capacidad de trabajo en equipo.",10524739,medio_tiempo,senior,"Linux, Kubernetes, Terraform",2025-05-17 18:16:17,True,ingenieria
Ingeniero de Sistemas,Avianca,Bucaramanga,Avianca esta buscando un ingeniero de sistemas apasionado por la tecnologia para trabajar en Bucaramanga. Participara en diversos proyectos tecnicos de la compania.,"Colaborar en proyectos tecnicos, realizar mantenimiento de sistemas y proponer mejoras tecnologicas.","Formacion en ingenieria o area afin, experiencia tecnica relevante y capacidad de trabajo en equipo.",7575589,medio_tiempo,senior,"JavaScript, React, Node.js",2025-05-17 18:17:17,True,ingenieria_informatica
Ingeniero Electronico,Postobon,Bucaramanga,Postobon esta buscando un ingeniero electronico apasionado por la tecnologia para trabajar en Bucaramanga. Participara en diversos proyectos tecnicos de la compania.,"Colaborar en proyectos tecnicos, realizar mantenimiento de sistemas y proponer mejoras tecnologicas.","Formacion en ingenieria o area afin, experiencia tecnica relevante y capacidad de trabajo en equipo.",3758455,pasantia,junior,"Java, Spring, Docker",2025-05-17 18:18:17,True,ingenieria_informatica
Ingeniero Industrial,Tigo,Cartagena,Tigo esta buscando un ingeniero industrial apasionado por la tecnologia para trabajar en Cartagena. Participara en diversos proyectos tecnicos de la compania.,"Colaborar en proyectos tecnicos, realizar mantenimiento de sistemas y proponer mejoras tecnologicas.","Formacion en ingenieria o area afin, experiencia tecnica relevante y capacidad de trabajo en equipo.",10072167,medio_tiempo,senior,"Python, SQL, AWS",2025-05-17 18:19:17,True,ingenieria
Ingeniero de Seguridad,Avianca,Bucaramanga,Avianca esta buscando un ingeniero de seguridad apasionado por la tecnologia para trabajar en Bucaramanga. El profesional sera responsable de identificar y mitigar vulnerabilidades.,"Auditar sistemas, implementar controles de seguridad y capacitar al equipo en mejores practicas.","Formacion en ciberseguridad, manejo de firewalls y herramientas de auditoria.",2767125,pasantia,junior,"JavaScript, React, Node.js",2025-05-17 18:20:17,True,ingenieria
Ingeniero de Datos,Grupo Nutresa,Barranquilla,Grupo Nutresa esta buscando un ingeniero de datos apasionado por la tecnologia para trabajar en Barranquilla. Este rol implica el manejo y procesamiento de grandes volumenes de datos para generar valor.,"Construir pipelines de datos, asegurar la calidad de los datos y colaborar con analistas.","Conocimiento en bases de datos, SQL y herramientas de procesamiento como Spark o Hadoop.",10032528,tiempo_completo,senior,"Linux, Kubernetes, Terraform",2025-05-17 18:21:17,True,ingenieria_informatica
Ingeniero Civil,Sura,Medellin,Sura esta buscando un ingeniero civil apasionado por la tecnologia para trabajar en Medellin. Participara en diversos proyectos tecnicos de la compania.,"Colaborar en proyectos tecnicos, realizar mantenimiento de sistemas y proponer mejoras tecnologicas.","Formacion en ingenieria o area afin, experiencia tecnica relevante y capacidad de trabajo en equipo.",6003355,medio_tiempo,mid,"Java, Spring, Docker",2025-05-17 18:22:17,True,ingenieria
Ingeniero de Machine Learning,Sura,Barranquilla,Sura esta buscando un ingeniero de machine learning apasionado por la tecnologia para trabajar en Barranquilla. Desarrollara modelos de aprendizaje automatico aplicables a problemas reales.,"Entrenar y evaluar modelos, seleccionar algoritmos adecuados y preparar datasets.","Manejo de librerias como TensorFlow o scikit-learn, y conocimientos estadisticos.",3829066,medio_tiempo,junior,"C#, .NET, Azure",2025-05-17 18:23:17,True,ingenieria
Ingeniero de Automatizacion,Grupo Nutresa,Cartagena,Grupo Nutresa esta buscando un ingeniero de automatizacion apasionado por la tecnologia para trabajar en Cartagena. Participara en diversos proyectos tecnicos de la compania.,"Colaborar en proyectos tecnicos, realizar mantenimiento de sistemas y proponer mejoras tecnologicas.","Formacion en ingenieria o area afin, experiencia tecnica relevante y capacidad de trabajo en equipo.",7494410,tiempo_completo,senior,"Python, SQL, AWS",2025-05-17 18:24:17,True,ingenieria
Ingeniero Industrial,Postobon,Barranquilla,Postobon esta buscando un ingeniero industrial apasionado por la tecnologia para trabajar en Barranquilla. Participara en diversos proyectos tecnicos de la compania.,"Colaborar en proyectos tecnicos, realizar mantenimiento de sistemas y proponer mejoras tecnologicas.","Formacion en ingenieria o area afin, experiencia tecnica relevante y capacidad de trabajo en equipo.",3583489,medio_tiempo,junior,"C#, .NET, Azure",2025-05-17 18:25:17,True,ingenieria_informatica
Ingeniero QA,Grupo Nutresa,Barranquilla,Grupo Nutresa esta buscando un ingeniero qa apasionado por la tecnologia para trabajar en Barranquilla. Responsable de la calidad del software a traves de pruebas manuales y automatizadas.,"Crear planes de prueba, ejecutar pruebas automatizadas y documentar errores.",Experiencia con herramientas de pruebas como Selenium y metodologias Agile.,5709738,tiempo_completo,mid,"Linux, Kubernetes, Terraform",2025-05-17 18:26:17,True,ingenieria_informatica
Ingeniero DevOps,Carvajal,Barranquilla,Carvajal esta buscando un ingeniero devops apasionado por la tecnologia para trabajar en Barranquilla. El rol implica automatizar y optimizar los pipelines de entrega continua.,"Configurar entornos de despliegue continuo, gestionar infraestructura como codigo y monitorear servicios.","Familiaridad con herramientas CI/CD, contenedores y servicios en la nube.",5658033,pasantia,mid,"JavaScript, React, Node.js",2025-05-17 18:27:17,True,ingenieria
Ingeniero de Software,Tigo,Barranquilla,Tigo esta buscando un ingeniero de software apasionado por la tecnologia para trabajar en Barranquilla. El candidato ideal debera participar en el ciclo completo de desarrollo de software.,"Desarrollar y mantener aplicaciones escalables, colaborar con otros desarrolladores y participar en revisiones de codigo.","Experiencia en desarrollo de aplicaciones, manejo de frameworks modernos y control de versiones.",10161780,pasantia,senior,"GCP, BigQuery, Airflow",2025-05-17 18:28:17,True,ingenieria_informatica
Ingeniero de Software,Bancolombia,Pereira,Bancolombia esta buscando un ingeniero de software apasionado por la tecnologia para trabajar en Pereira. El candidato ideal debera participar en el ciclo completo de desarrollo de software.,"Desarrollar y mantener aplicaciones escalables, colaborar con otros desarrolladores y participar en revisiones de codigo.","Experiencia en desarrollo de aplicaciones, manejo de frameworks modernos y control de versiones.",11882151,medio_tiempo,senior,"GCP, BigQuery, Airflow",2025-05-17 18:29:17,True,ingenieria_informatica
Ingeniero Mecanico,Grupo Energia Bogota,Barranquilla,Grupo Energia Bogota esta buscando un ingeniero mecanico apasionado por la tecnologia para trabajar en Barranquilla. Participara en diversos proyectos tecnicos de la compania.,"Colaborar en proyectos tecnicos, realizar mantenimiento de sistemas y proponer mejoras tecnologicas.","Formacion en ingenieria o area afin, experiencia tecnica relevante y capacidad de trabajo en equipo.",11497645,tiempo_completo,senior,"Python, SQL, AWS",2025-05-17 18:30:17,True,ingenieria
Ingeniero de Automatizacion,Rappi,Pereira,Rappi esta buscando un ingeniero de automatizacion apasionado por la tecnologia para trabajar en Pereira. Participara en diversos proyectos tecnicos de la compania.,"Colaborar en proyectos tecnicos, realizar mantenimiento de sistemas y proponer mejoras tecnologicas.","Formacion en ingenieria o area afin, experiencia tecnica relevante y capacidad de trabajo en equipo.",3047977,pasantia,junior,"Python, SQL, AWS",2025-05-17 18:31:17,True,ingenieria
Ingeniero Frontend,Grupo Energia Bogota,Pereira,Grupo Energia Bogota esta buscando un ingeniero frontend apasionado por la tecnologia para trabajar en Pereira. Participara en diversos proyectos tecnicos de la compania.,"Colaborar en proyectos tecnicos, realizar mantenimiento de sistemas y proponer mejoras tecnologicas.","Formacion en ingenieria o area afin, experiencia tecnica relevante y capacidad de trabajo en equipo.",5792419,tiempo_completo,mid,"GCP, BigQuery, Airflow",2025-05-17 18:32:17,True,ingenieria_informatica
Ingeniero DevOps,Grupo Exito,Bucaramanga,Grupo Exito esta buscando un ingeniero devops apasionado por la tecnologia para trabajar en Bucaramanga. El rol implica automatizar y optimizar los pipelines de entrega continua.,"Configurar entornos de despliegue continuo, gestionar infraestructura como codigo y monitorear servicios.","Familiaridad con herramientas CI/CD, contenedores y servicios en la nube.",3538921,pasantia,junior,"JavaScript, React, Node.js",2025-05-17 18:33:17,True,ingenieria
Ingeniero de Datos,Alkosto,Bucaramanga,Alkosto esta buscando un ingeniero de datos apasionado por la tecnologia para trabajar en Bucaramanga. Este rol implica el manejo y procesamiento de grandes volumenes de datos para generar valor.,"Construir pipelines de datos, asegurar la calidad de los datos y colaborar con analistas.","Conocimiento en bases de datos, SQL y herramientas de procesamiento como Spark o Hadoop.",4750502,medio_tiempo,mid,"Linux, Kubernetes, Terraform",2025-05-17 18:34:17,True,ingenieria_informatica
Ingeniero Industrial,ETB,Medellin,ETB esta buscando un ingeniero industrial apasionado por la tecnologia para trabajar en Medellin. Participara en diversos proyectos tecnicos de la compania.,"Colaborar en proyectos tecnicos, realizar mantenimiento de sistemas y proponer mejoras tecnologicas.","Formacion en ingenieria o area afin, experiencia tecnica relevante y capacidad de trabajo en equipo.",10351482,medio_tiempo,senior,"GCP, BigQuery, Airflow",2025-05-17 18:35:17,True,ingenieria_informatica
Ingeniero Mecanico,Rappi,Pereira,Rappi esta buscando un ingeniero mecanico apasionado por la tecnologia para trabajar en Pereira. Participara en diversos proyectos tecnicos de la compania.,"Colaborar en proyectos tecnicos, realizar mantenimiento de sistemas y proponer mejoras tecnologicas.","Formacion en ingenieria o area afin, experiencia tecnica relevante y capacidad de trabajo en equipo.",2665360,pasantia,junior,"C#, .NET, Azure",2025-05-17 18:36:17,True,ingenieria
Ingeniero de Software,Bancolombia,Barranquilla,Bancolombia esta buscando un ingeniero de software apasionado por la tecnologia para trabajar en Barranquilla. El candidato ideal debera participar en el ciclo completo de desarrollo de software.,"Desarrollar y mantener aplicaciones escalables, colaborar con otros desarrolladores y participar en revisiones de codigo.","Experiencia en desarrollo de aplicaciones, manejo de frameworks modernos y control de versiones.",2687094,medio_tiempo,junior,"GCP, BigQuery, Airflow",2025-05-17 18:37:17,True,ingenieria
Ingeniero Backend,ETB,Bucaramanga,ETB esta buscando un ingeniero backend apasionado por la tecnologia para trabajar en Bucaramanga. Participara en diversos proyectos tecnicos de la compania.,"Colaborar en proyectos tecnicos, realizar mantenimiento de sistemas y proponer mejoras tecnologicas.","Formacion en ingenieria o area afin, experiencia tecnica relevante y capacidad de trabajo en equipo.",8991897,tiempo_completo,senior,"JavaScript, React, Node.js",2025-05-17 18:38:17,True,ingenieria_informatica
Ingeniero Mecanico,Carvajal,Barranquilla,Carvajal esta buscando un ingeniero mecanico apasionado por la tecnologia para trabajar en Barranquilla. Participara en diversos proyectos tecnicos de la compania.,"Colaborar en proyectos tecnicos, realizar mantenimiento de sistemas y proponer mejoras tecnologicas.","Formacion en ingenieria o area afin, experiencia tecnica relevante y capacidad de trabajo en equipo.",5610244,pasantia,mid,"Java, Spring, Docker",2025-05-17 18:39:17,True,ingenieria
Ingeniero de Redes,Grupo Exito,Pereira,"Grupo Exito esta buscando un ingeniero de redes apasionado por la tecnologia para trabajar en Pereira. Encargado del diseno, implementacion y mantenimiento de redes seguras y eficientes.","Configurar routers y switches, monitorear trafico y resolver incidencias.","Certificaciones en redes (CCNA/CCNP), experiencia con configuraciones de red.",3388847,pasantia,junior,"JavaScript, React, Node.js",2025-05-17 18:40:17,True,ingenieria_informatica
Ingeniero Electronico,Grupo Nutresa,Cali,Grupo Nutresa esta buscando un ingeniero electronico apasionado por la tecnologia para trabajar en Cali. Participara en diversos proyectos tecnicos de la compania.,"Colaborar en proyectos tecnicos, realizar mantenimiento de sistemas y proponer mejoras tecnologicas.","Formacion en ingenieria o area afin, experiencia tecnica relevante y capacidad de trabajo en equipo.",4198868,tiempo_completo,mid,"C#, .NET, Azure",2025-05-17 18:41:17,True,ingenieria_informatica
Ingeniero Electronico,Avianca,Medellin,Avianca esta buscando un ingeniero electronico apasionado por la tecnologia para trabajar en Medellin. Participara en diversos proyectos tecnicos de la compania.,"Colaborar en proyectos tecnicos, realizar mantenimiento de sistemas y proponer mejoras tecnologicas.","Formacion en ingenieria o area afin, experiencia tecnica relevante y capacidad de trabajo en equipo.",9536548,pasantia,senior,"JavaScript, React, Node.js",2025-05-17 18:42:17,True,ingenieria
Ingeniero de Software,Bancolombia,Bucaramanga,Bancolombia esta buscando un ingeniero de software apasionado por la tecnologia para trabajar en Bucaramanga. El candidato ideal debera participar en el ciclo completo de desarrollo de software.,"Desarrollar y mantener aplicaciones escalables, colaborar con otros desarrolladores y participar en revisiones de codigo.","Experiencia en desarrollo de aplicaciones, manejo de frameworks modernos y control de versiones.",7200037,pasantia,senior,"Linux, Kubernetes, Terraform",2025-05-17 18:43:17,True,ingenieria_informatica
Ingeniero QA,Grupo Energia Bogota,Barranquilla,Grupo Energia Bogota esta buscando un ingeniero qa apasionado por la tecnologia para trabajar en Barranquilla. Responsable de la calidad del software a traves de pruebas manuales y automatizadas.,"Crear planes de prueba, ejecutar pruebas automatizadas y documentar errores.",Experiencia con herramientas de pruebas como Selenium y metodologias Agile.,4800364,pasantia,mid,"GCP, BigQuery, Airflow",2025-05-17 18:44:17,True,ingenieria_informatica
Ingeniero Electronico,Avianca,Pereira,Avianca esta buscando un ingeniero electronico apasionado por la tecnologia para trabajar en Pereira. Participara en diversos proyectos tecnicos de la compania.,"Colaborar en proyectos tecnicos, realizar mantenimiento de sistemas y proponer mejoras tecnologicas.","Formacion en ingenieria o area afin, experiencia tecnica relevante y capacidad de trabajo en equipo.",3662035,medio_tiempo,junior,"GCP, BigQuery, Airflow",2025-05-17 18:45:17,True,ingenieria_informatica
Ingeniero de Seguridad,Bancolombia,Cali,Bancolombia esta buscando un ingeniero de seguridad apasionado por la tecnologia para trabajar en Cali. El profesional sera responsable de identificar y mitigar vulnerabilidades.,"Auditar sistemas, implementar controles de seguridad y capacitar al equipo en mejores practicas.","Formacion en ciberseguridad, manejo de firewalls y herramientas de auditoria.",8989423,tiempo_completo,senior,"C#, .NET, Azure",2025-05-17 18:46:17,True,ingenieria_informatica
Ingeniero Civil,Claro Colombia,Cartagena,Claro Colombia esta buscando un ingeniero civil apasionado por la tecnologia para trabajar en Cartagena. Participara en diversos proyectos tecnicos de la compania.,"Colaborar en proyectos tecnicos, realizar mantenimiento de sistemas y proponer mejoras tecnologicas.","Formacion en ingenieria o area afin, experiencia tecnica relevante y capacidad de trabajo en equipo.",3673214,pasantia,junior,"GCP, BigQuery, Airflow",2025-05-17 18:47:17,True,ingenieria_informatica
Ingeniero Electronico,Avianca,Bogota,Avianca esta buscando un ingeniero electronico apasionado por la tecnologia para trabajar en Bogota. Participara en diversos proyectos tecnicos de la compania.,"Colaborar en proyectos tecnicos, realizar mantenimiento de sistemas y proponer mejoras tecnologicas.","Formacion en ingenieria o area afin, experiencia tecnica relevante y capacidad de trabajo en equipo.",4615864,tiempo_completo,mid,"GCP, BigQuery, Airflow",2025-05-17 18:48:17,True,ingenieria_informatica
Ingeniero de Seguridad,Alkosto,Bucaramanga,Alkosto esta buscando un ingeniero de seguridad apasionado por la tecnologia para trabajar en Bucaramanga. El profesional sera responsable de identificar y mitigar vulnerabilidades.,"Auditar sistemas, implementar controles de seguridad y capacitar al equipo en mejores practicas.","Formacion en ciberseguridad, manejo de firewalls y herramientas de auditoria.",3909875,medio_tiempo,junior,"C#, .NET, Azure",2025-05-17 18:49:17,True,ingenieria_informatica
Ingeniero Frontend,ETB,Pereira,ETB esta buscando un ingeniero frontend apasionado por la tecnologia para trabajar en Pereira. Participara en diversos proyectos tecnicos de la compania.,"Colaborar en proyectos tecnicos, realizar mantenimiento de sistemas y proponer mejoras tecnologicas.","Formacion en ingenieria o area afin, experiencia tecnica relevante y capacidad de trabajo en equipo.",3504872,tiempo_completo,junior,"Linux, Kubernetes, Terraform",2025-05-17 18:50:17,True,ingenieria
Ingeniero de Seguridad,Postobon,Pereira,Postobon esta buscando un ingeniero de seguridad apasionado por la tecnologia para trabajar en Pereira. El profesional sera responsable de identificar y mitigar vulnerabilidades.,"Auditar sistemas, implementar controles de seguridad y capacitar al equipo en mejores practicas.","Formacion en ciberseguridad, manejo de firewalls y herramientas de auditoria.",3692278,pasantia,junior,"Java, Spring, Docker",2025-05-17 18:51:17,True,ingenieria_informatica
Ingeniero Frontend,Grupo Nutresa,Pereira,Grupo Nutresa esta buscando un ingeniero frontend apasionado por la tecnologia para trabajar en Pereira. Participara en diversos proyectos tecnicos de la compania.,"Colaborar en proyectos tecnicos, realizar mantenimiento de sistemas y proponer mejoras tecnologicas.","Formacion en ingenieria o area afin, experiencia tecnica relevante y capacidad de trabajo en equipo.",7721892,pasantia,senior,"JavaScript, React, Node.js",2025-05-17 18:52:17,True,ingenieria
Ingeniero de Machine Learning,Bancolombia,Medellin,Bancolombia esta buscando un ingeniero de machine learning apasionado por la tecnologia para trabajar en Medellin. Desarrollara modelos de aprendizaje automatico aplicables a problemas reales.,"Entrenar y evaluar modelos, seleccionar algoritmos adecuados y preparar datasets.","Manejo de librerias como TensorFlow o scikit-learn, y conocimientos estadisticos.",5291487,pasantia,mid,"C#, .NET, Azure",2025-05-17 18:53:17,True,ingenieria
Ingeniero Electronico,Grupo Nutresa,Pereira,Grupo Nutresa esta buscando un ingeniero electronico apasionado por la tecnologia para trabajar en Pereira. Participara en diversos proyectos tecnicos de la compania.,"Colaborar en proyectos tecnicos, realizar mantenimiento de sistemas y proponer mejoras tecnologicas.","Formacion en ingenieria o area afin, experiencia tecnica relevante y capacidad de trabajo en equipo.",4672023,pasantia,mid,"Linux, Kubernetes, Terraform",2025-05-17 18:54:17,True,ingenieria_informatica
Ingeniero Civil,ISA,Medellin,ISA esta buscando un ingeniero civil apasionado por la tecnologia para trabajar en Medellin. Participara en diversos proyectos tecnicos de la compania.,"Colaborar en proyectos tecnicos, realizar mantenimiento de sistemas y proponer mejoras tecnologicas.","Formacion en ingenieria o area afin, experiencia tecnica relevante y capacidad de trabajo en equipo.",11887880,pasantia,senior,"Python, SQL, AWS",2025-05-17 18:55:17,True,ingenieria_informatica
Ingeniero de Seguridad,Tigo,Bucaramanga,Tigo esta buscando un ingeniero de seguridad apasionado por la tecnologia para trabajar en Bucaramanga. El profesional sera responsable de identificar y mitigar vulnerabilidades.,"Auditar sistemas, implementar controles de seguridad y capacitar al equipo en mejores practicas.","Formacion en ciberseguridad, manejo de firewalls y herramientas de auditoria.",3728319,tiempo_completo,junior,"C#, .NET, Azure",2025-05-17 18:56:17,True,ingenieria_informatica
Ingeniero de Sistemas,Rappi,Cali,Rappi esta buscando un ingeniero de sistemas apasionado por la tecnologia para trabajar en Cali. Participara en diversos proyectos tecnicos de la compania.,"Colaborar en proyectos tecnicos, realizar mantenimiento de sistemas y proponer mejoras tecnologicas.","Formacion en ingenieria o area afin, experiencia tecnica relevante y capacidad de trabajo en equipo.",3649293,pasantia,junior,"GCP, BigQuery, Airflow",2025-05-17 18:57:17,True,ingenieria
Ingeniero de Machine Learning,Avianca,Bucaramanga,Avianca esta buscando un ingeniero de machine learning apasionado por la tecnologia para trabajar en Bucaramanga. Desarrollara modelos de aprendizaje automatico aplicables a problemas reales.,"Entrenar y evaluar modelos, seleccionar algoritmos adecuados y preparar datasets.","Manejo de librerias como TensorFlow o scikit-learn, y conocimientos estadisticos.",2752939,pasantia,junior,"Linux, Kubernetes, Terraform",2025-05-17 18:58:17,True,ingenieria
