Titulo,Empresa,Ubicacion,Descripcion,Responsabilidades,Requisitos,Rango salarial,Tipo de empleo,Nivel de experiencia,Habilidades requeridas,Fecha de publicacion,Estado del empleo,Categoria de trabajo
Coordinador de marketing digital,Mercado Libre,Barranquilla,Mercado Libre busca un coordinador de marketing digital apasionado por generar impacto digital con soluciones innovadoras y orientadas a resultados.,"En este rol, deberas liderar estrategias especificas relacionadas con el puesto de coordinador de marketing digital, optimizando campañas, generando reportes de rendimiento y colaborando con equipos interdisciplinarios.","Profesional en marketing, comunicacion o carreras afines, con experiencia comprobada en roles similares y dominio de herramientas clave del marketing digital. Certificaciones como Google Ads o Meta Blueprint son un plus.",6.314.742,pasantia,senior,"Ahrefs, CRM, Google Data Studio, SEM",2025-04-25 08:28:58,True,marketing_digital
Analista de performance,Imaginamos,Barranquilla,Imaginamos busca un analista de performance apasionado por generar impacto digital con soluciones innovadoras y orientadas a resultados.,"En este rol, deberas liderar estrategias especificas relacionadas con el puesto de analista de performance, optimizando campañas, generando reportes de rendimiento y colaborando con equipos interdisciplinarios.","Profesional en marketing, comunicacion o carreras afines, con experiencia comprobada en roles similares y dominio de herramientas clave del marketing digital. Certificaciones como Google Ads o Meta Blueprint son un plus.",6.734.297,medio_tiempo,senior,"Analytics, WordPress, Figma, CRM, Google Data Studio, Ahrefs, Google Tag Manager",2025-05-10 16:52:58,True,marketing_digital
Growth Marketer,Falabella,Bucaramanga,Falabella busca un growth marketer apasionado por generar impacto digital con soluciones innovadoras y orientadas a resultados.,"En este rol, deberas liderar estrategias especificas relacionadas con el puesto de growth marketer, optimizando campañas, generando reportes de rendimiento y colaborando con equipos interdisciplinarios.","Profesional en marketing, comunicacion o carreras afines, con experiencia comprobada en roles similares y dominio de herramientas clave del marketing digital. Certificaciones como Google Ads o Meta Blueprint son un plus.",6.666.856,medio_tiempo,senior,"Canva, Email Marketing, Google Ads, Figma, SEM, Copywriting",2025-05-04 01:00:58,True,marketing_digital
Especialista en publicidad digital,Laika,Manizales,Laika busca un especialista en publicidad digital apasionado por generar impacto digital con soluciones innovadoras y orientadas a resultados.,"En este rol, deberas liderar estrategias especificas relacionadas con el puesto de especialista en publicidad digital, optimizando campañas, generando reportes de rendimiento y colaborando con equipos interdisciplinarios.","Profesional en marketing, comunicacion o carreras afines, con experiencia comprobada en roles similares y dominio de herramientas clave del marketing digital. Certificaciones como Google Ads o Meta Blueprint son un plus.",6.523.649,freelance,senior,"Email Marketing, SEM, Copywriting, Content Marketing, HubSpot",2025-05-08 02:01:58,True,marketing_digital
Growth Marketer,Publicis Groupe,Bogota,Publicis Groupe busca un growth marketer apasionado por generar impacto digital con soluciones innovadoras y orientadas a resultados.,"En este rol, deberas liderar estrategias especificas relacionadas con el puesto de growth marketer, optimizando campañas, generando reportes de rendimiento y colaborando con equipos interdisciplinarios.","Profesional en marketing, comunicacion o carreras afines, con experiencia comprobada en roles similares y dominio de herramientas clave del marketing digital. Certificaciones como Google Ads o Meta Blueprint son un plus.",6.641.272,tiempo_completo,senior,"Figma, Google Ads, Meta Business Suite, Google Tag Manager, Analytics, Google Data Studio",2025-05-03 23:37:58,True,marketing_digital
Analista de performance,Merkle,Cartagena,Merkle busca un analista de performance apasionado por generar impacto digital con soluciones innovadoras y orientadas a resultados.,"En este rol, deberas liderar estrategias especificas relacionadas con el puesto de analista de performance, optimizando campañas, generando reportes de rendimiento y colaborando con equipos interdisciplinarios.","Profesional en marketing, comunicacion o carreras afines, con experiencia comprobada en roles similares y dominio de herramientas clave del marketing digital. Certificaciones como Google Ads o Meta Blueprint son un plus.",4.345.142,remoto,mid,"Google Tag Manager, Email Marketing, Meta Business Suite, Google Data Studio, Canva, HTML",2025-05-05 09:20:58,True,marketing_digital
Growth Marketer,Laika,Manizales,Laika busca un growth marketer apasionado por generar impacto digital con soluciones innovadoras y orientadas a resultados.,"En este rol, deberas liderar estrategias especificas relacionadas con el puesto de growth marketer, optimizando campañas, generando reportes de rendimiento y colaborando con equipos interdisciplinarios.","Profesional en marketing, comunicacion o carreras afines, con experiencia comprobada en roles similares y dominio de herramientas clave del marketing digital. Certificaciones como Google Ads o Meta Blueprint son un plus.",4.977.012,tiempo_completo,mid,"Canva, SEM, Meta Business Suite, Email Marketing, Copywriting, Ahrefs",2025-04-23 16:01:58,True,marketing_digital
Especialista en publicidad digital,Mercado Libre,Bogota,Mercado Libre busca un especialista en publicidad digital apasionado por generar impacto digital con soluciones innovadoras y orientadas a resultados.,"En este rol, deberas liderar estrategias especificas relacionadas con el puesto de especialista en publicidad digital, optimizando campañas, generando reportes de rendimiento y colaborando con equipos interdisciplinarios.","Profesional en marketing, comunicacion o carreras afines, con experiencia comprobada en roles similares y dominio de herramientas clave del marketing digital. Certificaciones como Google Ads o Meta Blueprint son un plus.",4.887.487,freelance,mid,"CSS, Email Marketing, CRM, WordPress, Ahrefs, Figma",2025-05-01 14:16:58,True,marketing_digital
Especialista en marketing digital,Falabella,Medellin,Falabella busca un especialista en marketing digital apasionado por generar impacto digital con soluciones innovadoras y orientadas a resultados.,"En este rol, deberas liderar estrategias especificas relacionadas con el puesto de especialista en marketing digital, optimizando campañas, generando reportes de rendimiento y colaborando con equipos interdisciplinarios.","Profesional en marketing, comunicacion o carreras afines, con experiencia comprobada en roles similares y dominio de herramientas clave del marketing digital. Certificaciones como Google Ads o Meta Blueprint son un plus.",4.137.984,remoto,mid,"WordPress, Google Ads, Email Marketing, Content Marketing",2025-05-11 09:05:58,True,marketing_digital
Email Marketing Manager,Falabella,Medellin,Falabella busca un email marketing manager apasionado por generar impacto digital con soluciones innovadoras y orientadas a resultados.,"En este rol, deberas liderar estrategias especificas relacionadas con el puesto de email marketing manager, optimizando campañas, generando reportes de rendimiento y colaborando con equipos interdisciplinarios.","Profesional en marketing, comunicacion o carreras afines, con experiencia comprobada en roles similares y dominio de herramientas clave del marketing digital. Certificaciones como Google Ads o Meta Blueprint son un plus.",6.157.102,pasantia,senior,"Canva, Google Tag Manager, Google Ads, Content Marketing, Google Data Studio, CSS",2025-05-03 01:25:58,True,marketing_digital
Coordinador de marketing digital,Merkle,Barranquilla,Merkle busca un coordinador de marketing digital apasionado por generar impacto digital con soluciones innovadoras y orientadas a resultados.,"En este rol, deberas liderar estrategias especificas relacionadas con el puesto de coordinador de marketing digital, optimizando campañas, generando reportes de rendimiento y colaborando con equipos interdisciplinarios.","Profesional en marketing, comunicacion o carreras afines, con experiencia comprobada en roles similares y dominio de herramientas clave del marketing digital. Certificaciones como Google Ads o Meta Blueprint son un plus.",6.697.384,pasantia,senior,"SEM, Ahrefs, Copywriting, CSS",2025-05-06 05:14:58,True,marketing_digital
Analista de performance,Publicis Groupe,Manizales,Publicis Groupe busca un analista de performance apasionado por generar impacto digital con soluciones innovadoras y orientadas a resultados.,"En este rol, deberas liderar estrategias especificas relacionadas con el puesto de analista de performance, optimizando campañas, generando reportes de rendimiento y colaborando con equipos interdisciplinarios.","Profesional en marketing, comunicacion o carreras afines, con experiencia comprobada en roles similares y dominio de herramientas clave del marketing digital. Certificaciones como Google Ads o Meta Blueprint son un plus.",6.103.004,pasantia,senior,"HTML, Content Marketing, CSS, Google Tag Manager, Analytics",2025-05-08 23:18:58,True,marketing_digital
Especialista en marketing digital,Merkle,Bucaramanga,Merkle busca un especialista en marketing digital apasionado por generar impacto digital con soluciones innovadoras y orientadas a resultados.,"En este rol, deberas liderar estrategias especificas relacionadas con el puesto de especialista en marketing digital, optimizando campañas, generando reportes de rendimiento y colaborando con equipos interdisciplinarios.","Profesional en marketing, comunicacion o carreras afines, con experiencia comprobada en roles similares y dominio de herramientas clave del marketing digital. Certificaciones como Google Ads o Meta Blueprint son un plus.",3.298.268,tiempo_completo,entry,"Google Data Studio, Content Marketing, HTML, CRM, SEM",2025-04-19 09:39:58,True,marketing_digital
SEO Manager,Havas Group,Bogota,Havas Group busca un seo manager apasionado por generar impacto digital con soluciones innovadoras y orientadas a resultados.,"En este rol, deberas liderar estrategias especificas relacionadas con el puesto de seo manager, optimizando campañas, generando reportes de rendimiento y colaborando con equipos interdisciplinarios.","Profesional en marketing, comunicacion o carreras afines, con experiencia comprobada en roles similares y dominio de herramientas clave del marketing digital. Certificaciones como Google Ads o Meta Blueprint son un plus.",3.325.648,tiempo_completo,entry,"Copywriting, SEO, Ahrefs, Figma",2025-05-16 10:23:58,True,marketing_digital
Analista de performance,Merkle,Bogota,Merkle busca un analista de performance apasionado por generar impacto digital con soluciones innovadoras y orientadas a resultados.,"En este rol, deberas liderar estrategias especificas relacionadas con el puesto de analista de performance, optimizando campañas, generando reportes de rendimiento y colaborando con equipos interdisciplinarios.","Profesional en marketing, comunicacion o carreras afines, con experiencia comprobada en roles similares y dominio de herramientas clave del marketing digital. Certificaciones como Google Ads o Meta Blueprint son un plus.",6.925.250,remoto,senior,"Ahrefs, Email Marketing, WordPress, Google Tag Manager, HubSpot, Google Data Studio, Copywriting",2025-04-27 20:43:58,True,marketing_digital
SEO Manager,Laika,Cali,Laika busca un seo manager apasionado por generar impacto digital con soluciones innovadoras y orientadas a resultados.,"En este rol, deberas liderar estrategias especificas relacionadas con el puesto de seo manager, optimizando campañas, generando reportes de rendimiento y colaborando con equipos interdisciplinarios.","Profesional en marketing, comunicacion o carreras afines, con experiencia comprobada en roles similares y dominio de herramientas clave del marketing digital. Certificaciones como Google Ads o Meta Blueprint son un plus.",6.000.562,pasantia,senior,"Content Marketing, Email Marketing, HubSpot, SEM, Analytics",2025-05-17 15:42:58,True,marketing_digital
SEO Manager,Imaginamos,Medellin,Imaginamos busca un seo manager apasionado por generar impacto digital con soluciones innovadoras y orientadas a resultados.,"En este rol, deberas liderar estrategias especificas relacionadas con el puesto de seo manager, optimizando campañas, generando reportes de rendimiento y colaborando con equipos interdisciplinarios.","Profesional en marketing, comunicacion o carreras afines, con experiencia comprobada en roles similares y dominio de herramientas clave del marketing digital. Certificaciones como Google Ads o Meta Blueprint son un plus.",2.824.761,freelance,entry,"Google Data Studio, Canva, Figma, Google Ads, Copywriting",2025-04-29 13:03:58,True,marketing_digital
Coordinador de marketing digital,Falabella,Cartagena,Falabella busca un coordinador de marketing digital apasionado por generar impacto digital con soluciones innovadoras y orientadas a resultados.,"En este rol, deberas liderar estrategias especificas relacionadas con el puesto de coordinador de marketing digital, optimizando campañas, generando reportes de rendimiento y colaborando con equipos interdisciplinarios.","Profesional en marketing, comunicacion o carreras afines, con experiencia comprobada en roles similares y dominio de herramientas clave del marketing digital. Certificaciones como Google Ads o Meta Blueprint son un plus.",3.201.572,remoto,entry,"CSS, Copywriting, Google Data Studio, CRM, Figma",2025-04-27 12:19:58,True,marketing_digital
Especialista en marketing digital,Publicis Groupe,Cartagena,Publicis Groupe busca un especialista en marketing digital apasionado por generar impacto digital con soluciones innovadoras y orientadas a resultados.,"En este rol, deberas liderar estrategias especificas relacionadas con el puesto de especialista en marketing digital, optimizando campañas, generando reportes de rendimiento y colaborando con equipos interdisciplinarios.","Profesional en marketing, comunicacion o carreras afines, con experiencia comprobada en roles similares y dominio de herramientas clave del marketing digital. Certificaciones como Google Ads o Meta Blueprint son un plus.",2.609.642,medio_tiempo,entry,"WordPress, Canva, CSS, Ahrefs",2025-04-22 02:05:58,True,marketing_digital
Social Media Manager,Rappi,Barranquilla,Rappi busca un social media manager apasionado por generar impacto digital con soluciones innovadoras y orientadas a resultados.,"En este rol, deberas liderar estrategias especificas relacionadas con el puesto de social media manager, optimizando campañas, generando reportes de rendimiento y colaborando con equipos interdisciplinarios.","Profesional en marketing, comunicacion o carreras afines, con experiencia comprobada en roles similares y dominio de herramientas clave del marketing digital. Certificaciones como Google Ads o Meta Blueprint son un plus.",6.295.922,tiempo_completo,senior,"Canva, SEM, HubSpot, Ahrefs, Google Tag Manager",2025-05-13 15:43:58,True,marketing_digital
Analista de performance,Publicis Groupe,Cartagena,Publicis Groupe busca un analista de performance apasionado por generar impacto digital con soluciones innovadoras y orientadas a resultados.,"En este rol, deberas liderar estrategias especificas relacionadas con el puesto de analista de performance, optimizando campañas, generando reportes de rendimiento y colaborando con equipos interdisciplinarios.","Profesional en marketing, comunicacion o carreras afines, con experiencia comprobada en roles similares y dominio de herramientas clave del marketing digital. Certificaciones como Google Ads o Meta Blueprint son un plus.",4.354.002,remoto,mid,"SEO, Canva, Google Data Studio, CRM, WordPress",2025-05-05 19:35:58,True,marketing_digital
Especialista en publicidad digital,Havas Group,Manizales,Havas Group busca un especialista en publicidad digital apasionado por generar impacto digital con soluciones innovadoras y orientadas a resultados.,"En este rol, deberas liderar estrategias especificas relacionadas con el puesto de especialista en publicidad digital, optimizando campañas, generando reportes de rendimiento y colaborando con equipos interdisciplinarios.","Profesional en marketing, comunicacion o carreras afines, con experiencia comprobada en roles similares y dominio de herramientas clave del marketing digital. Certificaciones como Google Ads o Meta Blueprint son un plus.",4.526.204,tiempo_completo,mid,"Google Tag Manager, Figma, Copywriting, Ahrefs, HubSpot",2025-05-04 11:29:58,True,marketing_digital
Analista de performance,Laika,Cartagena,Laika busca un analista de performance apasionado por generar impacto digital con soluciones innovadoras y orientadas a resultados.,"En este rol, deberas liderar estrategias especificas relacionadas con el puesto de analista de performance, optimizando campañas, generando reportes de rendimiento y colaborando con equipos interdisciplinarios.","Profesional en marketing, comunicacion o carreras afines, con experiencia comprobada en roles similares y dominio de herramientas clave del marketing digital. Certificaciones como Google Ads o Meta Blueprint son un plus.",6.346.496,remoto,senior,"Figma, CRM, Analytics, Email Marketing",2025-05-04 19:23:58,True,marketing_digital
Social Media Manager,Sancho BBDO,Cartagena,Sancho BBDO busca un social media manager apasionado por generar impacto digital con soluciones innovadoras y orientadas a resultados.,"En este rol, deberas liderar estrategias especificas relacionadas con el puesto de social media manager, optimizando campañas, generando reportes de rendimiento y colaborando con equipos interdisciplinarios.","Profesional en marketing, comunicacion o carreras afines, con experiencia comprobada en roles similares y dominio de herramientas clave del marketing digital. Certificaciones como Google Ads o Meta Blueprint son un plus.",4.597.205,remoto,mid,"Analytics, HTML, CSS, Google Tag Manager",2025-05-01 16:33:58,True,marketing_digital
Email Marketing Manager,Laika,Cali,Laika busca un email marketing manager apasionado por generar impacto digital con soluciones innovadoras y orientadas a resultados.,"En este rol, deberas liderar estrategias especificas relacionadas con el puesto de email marketing manager, optimizando campañas, generando reportes de rendimiento y colaborando con equipos interdisciplinarios.","Profesional en marketing, comunicacion o carreras afines, con experiencia comprobada en roles similares y dominio de herramientas clave del marketing digital. Certificaciones como Google Ads o Meta Blueprint son un plus.",4.158.664,freelance,mid,"CSS, SEO, Copywriting, Content Marketing, Google Ads, Google Data Studio",2025-04-22 10:54:58,True,marketing_digital
Especialista en publicidad digital,Falabella,Bucaramanga,Falabella busca un especialista en publicidad digital apasionado por generar impacto digital con soluciones innovadoras y orientadas a resultados.,"En este rol, deberas liderar estrategias especificas relacionadas con el puesto de especialista en publicidad digital, optimizando campañas, generando reportes de rendimiento y colaborando con equipos interdisciplinarios.","Profesional en marketing, comunicacion o carreras afines, con experiencia comprobada en roles similares y dominio de herramientas clave del marketing digital. Certificaciones como Google Ads o Meta Blueprint son un plus.",4.524.265,medio_tiempo,mid,"CSS, Email Marketing, Figma, SEM, Canva",2025-05-17 00:07:58,True,marketing_digital
SEO Manager,Falabella,Manizales,Falabella busca un seo manager apasionado por generar impacto digital con soluciones innovadoras y orientadas a resultados.,"En este rol, deberas liderar estrategias especificas relacionadas con el puesto de seo manager, optimizando campañas, generando reportes de rendimiento y colaborando con equipos interdisciplinarios.","Profesional en marketing, comunicacion o carreras afines, con experiencia comprobada en roles similares y dominio de herramientas clave del marketing digital. Certificaciones como Google Ads o Meta Blueprint son un plus.",6.000.814,pasantia,senior,"Meta Business Suite, CSS, Analytics, CRM, Figma, Copywriting",2025-04-28 07:32:58,True,marketing_digital
Analista de performance,Mercado Libre,Barranquilla,Mercado Libre busca un analista de performance apasionado por generar impacto digital con soluciones innovadoras y orientadas a resultados.,"En este rol, deberas liderar estrategias especificas relacionadas con el puesto de analista de performance, optimizando campañas, generando reportes de rendimiento y colaborando con equipos interdisciplinarios.","Profesional en marketing, comunicacion o carreras afines, con experiencia comprobada en roles similares y dominio de herramientas clave del marketing digital. Certificaciones como Google Ads o Meta Blueprint son un plus.",6.566.122,freelance,senior,"Canva, SEM, Meta Business Suite, Email Marketing, Copywriting",2025-05-05 15:01:58,True,marketing_digital
Especialista en marketing digital,Havas Group,Cali,Havas Group busca un especialista en marketing digital apasionado por generar impacto digital con soluciones innovadoras y orientadas a resultados.,"En este rol, deberas liderar estrategias especificas relacionadas con el puesto de especialista en marketing digital, optimizando campañas, generando reportes de rendimiento y colaborando con equipos interdisciplinarios.","Profesional en marketing, comunicacion o carreras afines, con experiencia comprobada en roles similares y dominio de herramientas clave del marketing digital. Certificaciones como Google Ads o Meta Blueprint son un plus.",6.608.434,pasantia,senior,"HubSpot, Copywriting, SEO, Google Data Studio, Content Marketing, HTML",2025-04-21 04:52:58,True,marketing_digital
Especialista en marketing digital,Laika,Bucaramanga,Laika busca un especialista en marketing digital apasionado por generar impacto digital con soluciones innovadoras y orientadas a resultados.,"En este rol, deberas liderar estrategias especificas relacionadas con el puesto de especialista en marketing digital, optimizando campañas, generando reportes de rendimiento y colaborando con equipos interdisciplinarios.","Profesional en marketing, comunicacion o carreras afines, con experiencia comprobada en roles similares y dominio de herramientas clave del marketing digital. Certificaciones como Google Ads o Meta Blueprint son un plus.",3.401.149,tiempo_completo,entry,"Ahrefs, Analytics, Canva, Google Ads, Figma",2025-04-29 12:04:58,True,marketing_digital
Social Media Manager,Falabella,Bucaramanga,Falabella busca un social media manager apasionado por generar impacto digital con soluciones innovadoras y orientadas a resultados.,"En este rol, deberas liderar estrategias especificas relacionadas con el puesto de social media manager, optimizando campañas, generando reportes de rendimiento y colaborando con equipos interdisciplinarios.","Profesional en marketing, comunicacion o carreras afines, con experiencia comprobada en roles similares y dominio de herramientas clave del marketing digital. Certificaciones como Google Ads o Meta Blueprint son un plus.",4.148.263,pasantia,mid,"CSS, HubSpot, Meta Business Suite, HTML, Content Marketing",2025-04-23 05:45:58,True,marketing_digital
Social Media Manager,Merkle,Manizales,Merkle busca un social media manager apasionado por generar impacto digital con soluciones innovadoras y orientadas a resultados.,"En este rol, deberas liderar estrategias especificas relacionadas con el puesto de social media manager, optimizando campañas, generando reportes de rendimiento y colaborando con equipos interdisciplinarios.","Profesional en marketing, comunicacion o carreras afines, con experiencia comprobada en roles similares y dominio de herramientas clave del marketing digital. Certificaciones como Google Ads o Meta Blueprint son un plus.",4.887.792,pasantia,mid,"CRM, SEO, Figma, SEM, Google Data Studio, Canva, Content Marketing",2025-04-20 21:57:58,True,marketing_digital
Email Marketing Manager,Merkle,Cartagena,Merkle busca un email marketing manager apasionado por generar impacto digital con soluciones innovadoras y orientadas a resultados.,"En este rol, deberas liderar estrategias especificas relacionadas con el puesto de email marketing manager, optimizando campañas, generando reportes de rendimiento y colaborando con equipos interdisciplinarios.","Profesional en marketing, comunicacion o carreras afines, con experiencia comprobada en roles similares y dominio de herramientas clave del marketing digital. Certificaciones como Google Ads o Meta Blueprint son un plus.",4.982.806,medio_tiempo,mid,"HTML, Figma, Google Ads, HubSpot",2025-04-24 22:53:58,True,marketing_digital
Email Marketing Manager,Laika,Bucaramanga,Laika busca un email marketing manager apasionado por generar impacto digital con soluciones innovadoras y orientadas a resultados.,"En este rol, deberas liderar estrategias especificas relacionadas con el puesto de email marketing manager, optimizando campañas, generando reportes de rendimiento y colaborando con equipos interdisciplinarios.","Profesional en marketing, comunicacion o carreras afines, con experiencia comprobada en roles similares y dominio de herramientas clave del marketing digital. Certificaciones como Google Ads o Meta Blueprint son un plus.",4.536.442,tiempo_completo,mid,"Meta Business Suite, Google Data Studio, SEO, Ahrefs",2025-04-30 16:38:58,True,marketing_digital
Analista de performance,Falabella,Cartagena,Falabella busca un analista de performance apasionado por generar impacto digital con soluciones innovadoras y orientadas a resultados.,"En este rol, deberas liderar estrategias especificas relacionadas con el puesto de analista de performance, optimizando campañas, generando reportes de rendimiento y colaborando con equipos interdisciplinarios.","Profesional en marketing, comunicacion o carreras afines, con experiencia comprobada en roles similares y dominio de herramientas clave del marketing digital. Certificaciones como Google Ads o Meta Blueprint son un plus.",6.931.750,tiempo_completo,senior,"Content Marketing, Ahrefs, Google Tag Manager, Google Data Studio, CSS, CRM",2025-05-02 07:27:58,True,marketing_digital
Growth Marketer,Imaginamos,Barranquilla,Imaginamos busca un growth marketer apasionado por generar impacto digital con soluciones innovadoras y orientadas a resultados.,"En este rol, deberas liderar estrategias especificas relacionadas con el puesto de growth marketer, optimizando campañas, generando reportes de rendimiento y colaborando con equipos interdisciplinarios.","Profesional en marketing, comunicacion o carreras afines, con experiencia comprobada en roles similares y dominio de herramientas clave del marketing digital. Certificaciones como Google Ads o Meta Blueprint son un plus.",4.261.834,pasantia,mid,"Canva, Google Ads, HTML, Ahrefs, SEM, HubSpot",2025-04-22 19:46:58,True,marketing_digital
Especialista en publicidad digital,Merkle,Cali,Merkle busca un especialista en publicidad digital apasionado por generar impacto digital con soluciones innovadoras y orientadas a resultados.,"En este rol, deberas liderar estrategias especificas relacionadas con el puesto de especialista en publicidad digital, optimizando campañas, generando reportes de rendimiento y colaborando con equipos interdisciplinarios.","Profesional en marketing, comunicacion o carreras afines, con experiencia comprobada en roles similares y dominio de herramientas clave del marketing digital. Certificaciones como Google Ads o Meta Blueprint son un plus.",2.754.235,freelance,entry,"Meta Business Suite, WordPress, Google Data Studio, Email Marketing",2025-05-14 23:20:58,True,marketing_digital
